Landblock Hex	Landblock Dec	Dungeon Name	Drop Loc	Wiki Link	WeenieClassId	WeenieDesc	aceObjectId	Portal Name	Portal Loc	Portal Coordinates	Portal Restrictions	NPC Name	Gem Name	Gateway	Notes	Spreadsheet Info
5D43	23875	Tusker Temple (59.8N 28.4E)	0x5d4302f9 160 -130 0.0049999998882413 1 0 0 0	5D43												
5D44	23876	Tusker Temple (10.5S 65.6E)	0x5d4402f9 160 -130 0.0049999998882413 1 0 0 0	5D44												
5D45	23877	Tusker Tunnels	0x5d450231 62.046600341797 -2.9795999526978 0.0049999998882413 0.31372600793839 0 0 -0.94951397180557	5D45												
5D46	23878	Vengeance Caverns	0x5d4601e1 11.972100257874 -109.08499908447 0.0049999998882413 0.99874997138977 0 0 -0.049979001283646	5D46												
5D47	23879	Temple of Enlightenment (Entrance)	0x5d47017f 50 -120 18.004999160767 -0.94493299722672 0 0 0.32726499438286	5D47												
5D47	23879	Temple of Enlightenment (Inner Sanctum)	0x5d470183 60.638301849365 -20.423599243164 18.004999160767 0.97227501869202 0 0 0.23383900523186	5D47												
5D48	23880	Temple of Forgetfulness (Entrance)	0x5d48017f 50 -120 18.004999160767 -0.94493299722672 0 0 0.32726499438286	5D48												
5D48	23880	Temple of Forgetfulness (Inner Sanctum)	0x5d480183 60.803398132324 -20.170600891113 18.004999160767 -0.91939401626587 0 0 -0.39333799481392	5D48												
5D49	23881	Olthoi Arcade	0x5d49014d 90 0 0.0049999998882413 -0.0042037297971547 0 0 0.99999099969864	5D49												
5D4A	23882	Olthoi Chasm	0x5d4a0342 70 -18.429599761963 0.0049999998882413 1 0 0 0	5D4A												
5D4B	23883	Shallow Olthoi Chasm	0x5d4b0146 84.143600463867 -0.10385700315237 0.0049999998882413 -0.71898102760315 0 0 0.69502997398376	5D4B												
5D4C	23884	Deep Olthoi Chasm	0x5d4c0251 -0.076655000448227 -74.18090057373 0.0049999998882413 -0.029200000688434 0 0 0.99957400560379	5D4C	25686	portaldeepplaces3	1976873100	Deep Olthoi Chasm	0x5D4B032F 259.993 -656.347 47.937 0.00603495 0 0 -0.999982							
5D4D	23885	Cavernous Olthoi Chasm	0x5d4d0360 40.001201629639 -106.36000061035 -11.994999885559 1 0 0 0	5D4D												
5D4E	23886	Abyssal Olthoi Chasm	0x5d4e02ef 70 -18.429599761963 0.0049999998882413 1 0 0 0	5D4E	25688	portaldeepplaces5	1976881169		0x5D4D013B 120.089 -495.744 -48.063 0.012538 0 0 0.999921							
5E43	24131	Arena of the Tusker Hero (Exit)	0x5e430109 120 -33.233100891113 0.0049999998882413 1 0 0 0	5E43												
5E43	24131	Arena of the Tusker Hero (Mowen Udaun)	0x5e430105 20 -30 0.0049999998882413 1 0 0 0	5E43												
5E44	24132	Tusker Food Storage	0x5e440367 110.28800201416 -147.13200378418 0.0049999998882413 0.99968701601028 0 0 -0.024997100234032	5E44												
5E45	24133	Black Death Catacombs (Entrance)	0x5e450377 40 -160 72 1 0 0 0	5E45	1118	portalblackdeath	2106368000	Black Death Catacombs Portal	0xD8CA001B 87.4737 67.4012 287.805 0.839685 0 0 0.543074							
5E45	24133	Black Death Catacombs (Return from Lower Corridor 1)	0x5e450102 139.31199645996 -129.67900085449 -47.994998931885 0.99500399827957 0 0 -0.099833600223064	5E45												
5E45	24133	Black Death Catacombs (Return from Lower Corridor 2)	0x5e450105 90.936599731445 -89.917098999023 -44.081001281738 0.73168897628784 0 0 -0.68163901567459	5E45												
5E45	24133	Black Death Catacombs (Return from Lower Corridor 3)	0x5e450144 19.137699127197 -88.043998718262 -29.995000839233 -0.98370200395584 0 0 0.17980900406837	5E45												
5E45	24133	Black Death Catacombs (Return from Lower Corridor 4)	0x5e450161 58.965400695801 -28.889400482178 -23.995000839233 0.95533698797226 0 0 -0.29552000761032	5E45												
5E45	24133	Black Death Catacombs (Return from Lower Corridor 5)	0x5e450191 40.240898132324 -160.89500427246 -19.845699310303 1 0 0 0	5E45												
5E46	24134	Catacombs of Opposition	0x5e4604e5 210 -100 0.0049999998882413 0.020795000717044 0 0 0.99978399276733	5E46												
5E47	24135	Asheron's Sanctum	0x5e470105 10 -20 0.0049999998882413 1 0 0 0	5E47												
5E48	24136	Olthoi Brood Hive (60+)	0x5e48043d 30 0 0.0049999998882413 0.71442097425461 0 0 0.69971597194672	5E48												
5E49	24137	Olthoi Brood Hive (40+)	0x5e49042d 18.814300537109 -12.694899559021 0.0049999998882413 0.69070500135422 0 0 0.72313702106476	5E49												
5E4A	24138	Olthoi Brood Hive (60+)	0x5e4a043d 30 0 0.0049999998882413 0.71442097425461 0 0 0.69971597194672	5E4A												
5E4B	24139	Olthoi Brood Hive (40+)	0x5e4b042d 18.814300537109 -12.694899559021 0.0049999998882413 0.69070500135422 0 0 0.72313702106476	5E4B												
5E4C	24140	Bandit Hideout	0x5e4c01a6 20 -60 0.0049999998882413 1 0 0 0	5E4C												
5E4D	24141	Bandit Hideout Prison	0x5e4d01c4 166.9759979248 -90.016998291016 0.0049999998882413 0.72022700309753 0 0 0.69373899698257	5E4D												
5F43	24387	Legend of the Tusker King	0x5f4301d6 20.162099838257 -85.951202392578 0.0049999998882413 -0.99999302625656 0 0 0.0038490400183946	5F43												
5F44	24388	Arena of the Tusker Hero (Antechamber)	0x5F44019D 129.408707 -53.360298 0.005000 -0.999825 0.000000 0.000000 0.018692	5F44												
5F44	24388	Idol of Wishes	0x5f44014c 30 -40 0.0049999998882413 1 0 0 0	5F44												
5F44	24388	Throne of the Tusker King	0x5F4401A7 230.033997 -136.065994 0.005000 1.000000 0.000000 0.000000 0.000000	5F44												
5F45	24389	Fir Tree (Eagle's Sight)	0x5f45011e 69.903800964355 -32.790100097656 0.0049999998882413 0.99981099367142 0 0 -0.019424200057983	5F45												
5F45	24389	Fir Tree (Entrance)	0x5f450133 80 -250 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Judgement Riddle)	0x5f450147 170 -100 0 -0.70710700750351 0 0 -0.70710700750351	5F45												
5F45	24389	Fir Tree (Oswald's Room)	0x5f450144 170 -40 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Test of Cunning )	0x5f450124 69.980796813965 -126.63899993896 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond A)	0x5f45010e 0 -180 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond B)	0x5f45010f 30 -180 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond C)	0x5f450118 60 -180 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond D)	0x5f450135 90 -180 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond E)	0x5f450138 120 -180 0 1 0 0 0	5F45												
5F45	24389	Fir Tree (Trial of the Vagabond F)	0x5f450139 150 -180 0 1 0 0 0	5F45												
5F46	24390	Heart of Innocence (Entrance)	0x5f460189 40 0 0 0.70710700750351 0 0 -0.70710700750351	5F46												
5F46	24390	Heart of Innocence (Unused? End)	0x5f460169 140 -110 -6 0.70710700750351 0 0 -0.70710700750351	5F46												
5F47	24391	Elemental Caverns	0x5f470412 170 -139.98500061035 0.075570002198219 1 0 0 0	5F47	25605	portalelementalcaverns	1950449664	Elemental Caverns	0x44180002 3.07588 45.0854 163.937 0.345212 0 0 -0.938525							
5F48	24392	Hidden Cavern	0x5f4802cc 230 -71.25 0.0049999998882413 0 0 0 -1	5F48												
5F49	24393	Hizk Ri's Test (Level ??)	0x5f4905a9 80 -70 -5.9949998855591 1 0 0 0	5F49												
5F4A	24394	Hizk Ri's Test (Level ??)	0x5f4a05a9 80 -70 -5.9949998855591 1 0 0 0	5F4A												
5F4B	24395	Hizk Ri's Test (Level ??)	0x5f4b05a9 80 -70 -5.9949998855591 1 0 0 0	5F4B												
5F4C	24396	Hizk Ri's Sewers (Level ??)	0x5f4c0109 90 -295.82400512695 0.0049999998882413 1 0 0 0	5F4C												
5F4D	24397	Hizk Ri's Sewers (Level ??)	0x5f4d0109 90 -295.82400512695 0.0049999998882413 1 0 0 0	5F4D												
5F4E	24398	Hizk Ri's Sewers (Level ??)	0x5f4e0109 90 -295.82400512695 0.0049999998882413 1 0 0 0	5F4E												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f4f01ae 70 -50 0.0049999998882413 1 0 0 0	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f4f02ea 80 -60 12.005000114441 1 0 0 0	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f4f030e 59.481899261475 -70.701301574707 18.004999160767 1 0 0 0	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Entrance	0x5f4f01b1 70 -80 0.0049999998882413 1 0 0 0	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f0142 43.5285987854 -49.771198272705 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f0150 43.5285987854 -79.771202087402 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f018c 60.228801727295 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f0197 59.771198272705 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f01c3 80.228797912598 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f01ce 79.771202087402 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f020a 96.471397399902 -50.228801727295 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F4F												
5F4F	24399	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f4f0218 96.471397399902 -80.228797912598 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F4F												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f5001ae 70 -50 0.0049999998882413 1 0 0 0	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f5002ea 80 -60 12.005000114441 1 0 0 0	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f50030e 59.481899261475 -70.701301574707 18.004999160767 1 0 0 0	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Entrance	0x5f5001b1 70 -80 0.0049999998882413 1 0 0 0	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f500142 43.5285987854 -49.771198272705 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f500150 43.5285987854 -79.771202087402 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f50018c 60.228801727295 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f500197 59.771198272705 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f5001c3 80.228797912598 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f5001ce 79.771202087402 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f50020a 96.471397399902 -50.228801727295 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F50												
5F50	24400	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f500218 96.471397399902 -80.228797912598 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F50												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f5101ae 70 -50 0.0049999998882413 1 0 0 0	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f5102ea 80 -60 12.005000114441 1 0 0 0	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Boss Teleport Point	0x5f51030e 59.481899261475 -70.701301574707 18.004999160767 1 0 0 0	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Entrance	0x5f5101b1 70 -80 0.0049999998882413 1 0 0 0	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f510142 43.5285987854 -49.771198272705 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f510150 43.5285987854 -79.771202087402 0.0049999998882413 -0.67871397733688 0 0 0.73440301418304	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f51018c 60.228801727295 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f510197 59.771198272705 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f5101c3 80.228797912598 -43.5285987854 0.0049999998882413 -0.039377998560667 0 0 -0.99922400712967	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f5101ce 79.771202087402 -86.471397399902 0.0049999998882413 -0.99922400712967 0 0 0.039378099143505	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f51020a 96.471397399902 -50.228801727295 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F51												
5F51	24401	Hizk Ri Boss Dungeon (Level ??) Jail	0x5f510218 96.471397399902 -80.228797912598 0.0049999998882413 -0.73440301418304 0 0 -0.67871397733688	5F51												
6043	24643	Tusker Warrior's Lair	0x604304f5 40 -63.121898651123 6.0050001144409 1 0 0 0	6043												
6044	24644	Behind the Waterfall	0x604401e4 10 -90 0.0049999998882413 1 0 0 0	6044												
6045	24645	Caul Asylum	0x6045026f 60 -100 0.0049999998882413 1 0 0 0	6045												
6046	24646	Caul Athenaeum	0x60460103 50 -40 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	6046												
6047	24647	Caul Sanitorium	0x604703d0 72.742202758789 -51.861598968506 6.0050001144409 -0.047584000974894 0 0 -0.99886697530746	6047												
6048	24648	Aerbax's Antechamber	0x60480225 100 -110 0.0049999998882413 1 0 0 0	6048												
6049	24649	Renegade Garrison	0x60490326 50 -112.92900085449 0.0049999998882413 1 0 0 0	6049				Renegade Garrison		44.1N 51.8E	LR040 QF	N/A	N/A	N/A		
604A	24650	Sclavus Temple	0x604a036c 60 -50 -11.994999885559 1 0 0 0	604A												
604B	24651	Forbidden Catacombs	0x604b04b4 150 -140 0.0049999998882413 0.71442097425461 0 0 0.69971597194672	604B												
6143	24899	Ulgrim's Basement	0x61430112 10.758999824524 -0.021999999880791 0.0049999998882413 0.70710700750351 0 0 -0.70710700750351	6143	23770	portalulgrimsdungeon	1999667208	Basement	0x73080105 54.4811 181.93 7.938 -0.27244 0 0 -0.962173							
6144	24900	Lower Corridor (From Black Death Catacombs 1)	0x614402ad 136.93699645996 -129.66700744629 -52.50899887085 0.71580797433853 0 0 0.69829702377319	6144											See Black Death Catacombs - Immortalbob	
6144	24900	Lower Corridor (From Black Death Catacombs 2)	0x614402b1 190.85899353027 -169.82600402832 -47.994998931885 0.98877102136612 0 0 0.14943799376488	6144											See Black Death Catacombs - Immortalbob	
6144	24900	Lower Corridor (From Black Death Catacombs 3)	0x614403a4 72.07389831543 -130.08500671387 -29.995000839233 0.73168897628784 0 0 0.68163901567459	6144											See Black Death Catacombs - Immortalbob	
6144	24900	Lower Corridor (From Black Death Catacombs 4)	0x614403b0 102.04900360107 -70.267303466797 -31.578899383545 -0.72593200206757 0 0 -0.68776702880859	6144											See Black Death Catacombs - Immortalbob	
6144	24900	Lower Corridor (From Black Death Catacombs 5)	0x614403b6 99.907501220703 -181.8090057373 -31.549100875854 1 0 0 0	6144											See Black Death Catacombs - Immortalbob	
6145	24901	Matron Hive West	0x6145036e 140.04200744629 -182.83700561523 0.0049999998882413 0.99993699789047 0 0 0.011247999966145	6145												
6146	24902	Matron Hive East	0x6146036e 140.04200744629 -182.83700561523 0.0049999998882413 0.99993699789047 0 0 0.011247999966145	6146												
6147	24903	Mountain Citadel	0x61470152 140 -130 0.0049999998882413 1 0 0 0	6147												
6148	24904	Desert Citadel	0x61480152 140 -130 0.0049999998882413 1 0 0 0	6148	24952	portallugiancitadelsdires	1933660160	Desert Citadel Portal	0x34150034 156.571 84 83.937 -0.0000000437114 0 0 -1							
6149	24905	Crystal Mine	0x614902de 30 -16.951000213623 0.0049999998882413 1 0 0 0	6149	25494	portalcrystalminerot2	2035552256	Crystal Mine	0x95410037 164.166 164.346 39.937 -0.934557 0 0 0.355814							
614A	24906	Lair of the Ancient Queen	0x614a0463 90 -120 0.0049999998882413 1 0 0 0	614A												
614B	24907	Drudge Fight (Dungeon)	0x614b0112 51.564098358154 -1.8550599813461 0.0049999998882413 0.59062397480011 0 0 -0.80694699287415	614B												
614C	24908	Resting Place	0x614c029f 110 -170 0 1 0 0 0	614C												
6243	25155	Lair of Liazk Itzi (Antechamber)	0x624306ad 140 -100 0.0049999998882413 1 0 0 0	6243												
6243	25155	Lair of Liazk Itzi (Level ??)	0x62430653 10 -110 0 1 0 0 0	6243												
6243	25155	Lair of Liazk Itzi (Level ??)	0x6243065d 10 -290 0 1 0 0 0	6243												
6243	25155	Lair of Liazk Itzi (Level ??)	0x624306b7 250 -130 0 1 0 0 0	6243												
6243	25155	Lair of Liazk Itzi (Level ??)	0x624306c1 250 -280 0 1 0 0 0	6243												
6244	25156	Liazk Itzi Guardians (Level ??)	0x624407bf 40 -100 0 1 0 0 0	6244												
6244	25156	Liazk Itzi Guardians (Level ??)	0x62440864 220 -110 0 1 0 0 0	6244												
6244	25156	Liazk Itzi Offering Room (Level ??)	0x624407e4 40 -190 0 1 0 0 0	6244												
6244	25156	Liazk Itzi Offering Room (Level ??)	0x62440889 220 -210 0 1 0 0 0	6244												
6245	25157	Liazk Itzi Guardians (Level ??)	0x624507bf 40 -100 0 1 0 0 0	6245												
6245	25157	Liazk Itzi Guardians (Level ??)	0x62450864 220 -110 0 1 0 0 0	6245												
6245	25157	Liazk Itzi Offering Room (Level ??)	0x624507e4 40 -190 0 1 0 0 0	6245												
6245	25157	Liazk Itzi Offering Room (Level ??)	0x62450889 220 -210 0 1 0 0 0	6245												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x62460100 70.35050201416 -0.40600401163101 -23.995000839233 0.61867797374725 0 0 -0.7856439948082	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x62460102 72.075202941895 -328.19198608398 -23.995000839233 0.55661302804947 0 0 -0.83077198266983	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x62460139 108.19899749756 -58.331001281738 -23.995000839233 0.90733599662781 0 0 0.42040699720383	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x6246013b 107.9820022583 -389.00100708008 -23.995000839233 0.94304597377777 0 0 0.33266198635101	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x62460156 228.59399414062 -21.135200500488 -23.995000839233 0.45359599590302 0 0 0.89120697975159	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x62460158 232.1840057373 -351.51599121094 -23.995000839233 0.76846498250961 0 0 0.63989198207855	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x6246015a 310.5719909668 -0.095780998468399 -23.995000839233 0.67734801769257 0 0 -0.73566198348999	6246												
6246	25158	Hall's of Liazk Itzi (Boss Spawn Point Level ??)	0x6246015c 311.98098754883 -331.36499023438 -23.995000839233 -0.19795499742031 0 0 0.98021101951599	6246												
